,restaurantID,Address,cost_for_two,cuisins,featured_IN,hours,location,ratings,restaurantName,restaurantType
93,3400269,"[u' Nalband Crossing, Ghalibpura Road, Nai Ki Mandi, Mantola, Agra']",Rs. 600,"Biryani, Mughlai",, 12noon 1am Mon Sn  ,[u'Mantola'],"4.0-(199),3.9-(4,472)",LabbaikChickenCorner,[u'Casual Dining']
94,3400036,"[u' Super Bazar, Near Kargil Petrol Pump, Sector 9, Avas Vikas Colony, Sikandra, Agra']",Rs. 700,North Indian,, 11am 11pm Mon Sn  ,[u'Sikandra'],"3.7-(209),3.8-(2,278)",ChotaMamaChickenMamaVeg,[u'Quick Bites']
95,3401750,"[u' Karkunj Road, Avas Vikas Colony, Sector 9, Sikandra, Agra']",Rs. 200,North Indian,, 9am 12midnight Mon Sn  ,[u'Sikandra'],"4.0-(233),3.8-(3,936)",PanditBhojnalaya,[u'Bhojanalya']
96,3401164,"[u' UGF 3, Vimal Plaza, 61 Surya Nagar, Opposite Civil Court, Khandari, Agra']",Rs. 600,"South Indian, North Indian, Chinese",, 11am 11pm Mon Sn  ,[u'Khandari'],"3.9-(231),4.0-(1,453)",DosaPlazaNorthIndianRestaurant,[u'Casual Dining']
97,18943864,"[u' Near Isbt Transport Nagar, Sikandra, Agra']",Rs. 250,North Indian,, 8am 3am Mon Sn  ,[u'Sikandra'],"4.1-(287),3.9-(4,474)",OmSaiRamBhojhnalaya,[u'Bhojanalya']
98,3400696,"[u' 2A/Sec 4B, Etah Plaza, Central Park Road, Avas Vikas Colony, Agra']",Rs. 800,Indian,, 12:30pm 10:45pm Mon Sn  ,[u'Sikandra'],"4.1-(271),4.2-(566)",TheForest,[u'Casual Dining']
99,18894892,"[u' 5 alka puri,pratap nagar, Shahganj, Agra']",Rs. 200,Fast Food,, 9am 12noon Mon Sn  ,[u'Shahganj'],"3.5-(1,852 Reviews),---",ChinaTown,[u'Quick Bites']
100,18926750,"[u' 35/573 C, Kachi Wali Gali, Naubasta, Lohamandi, Agra']",Rs. 100,Street Food,10offonallordersabove100, 11am 10pm Mon Te  11am 11pm Wed Sn     ,[u'Lohamandi'],"4.2-(173),4.2-(1,788)",RaviPattiesMocktailPoint,[u'Quick Bites']
101,3400060,"[u' ITC Mughal, Fatehabad Road, Tajganj, Agra']","Rs. 2,500","Mughlai, North Indian",, 6am 10:30am 12:30pm 2:30pm 7pm 10:30pm    ,"[u'ITC Mughal, Tajganj']","4.0-(104 Reviews),---",TajBanoITCMughal,[u'Fine Dining']
102,3400455,"[u' Beside Income Tax Office, Civil Lines, Agra']",Rs. 350,North Indian,, 11am 11pm Mon Sn  ,[u'Civil Lines'],"3.9-(181),4.2-(2,950)",NewMoonLightRestaurant,[u'Dhaba']
103,3401174,"[u' Shop G-4 TDI Mall, Fatehabad Road, Tajganj, Agra']",Rs. 800,"Desserts, Mexican, Italian, Fast Food",, 10am 12midnight Mon Sn  ,[u'Tajganj'],"4.4-(145),3.8-(282)",TheChocolateRoom,[u'Caf\xe9']
104,3400336,"[u' 49, Shivhare Road, Sadar Bazaar, Agra Cantt, Agra']",Rs. 300,"Beverages, Juices, Fast Food",, 11am 11pm Mon Sn  ,[u'Agra Cantt'],"4.2-(159 Reviews),---",JuxPux,"[u'Beverage Shop,Quick Bites']"
105,3401835,"[u' Lower Ground Floor, Plot 6 Church Road Ram Nagar Colony, Civil Lines, Agra']",Rs. 500,South Indian,, 12midnight 10:30pm Mon Wed  12:01pm 10:30pm    ,[u'Civil Lines'],"4.0-(135),4.2-(2,654)",TirupatisDosaFactory,[u'Casual Dining']
106,3401558,"[u' C-31, Nandan Puram, Near Shakher Residency, Pashchim Puri, Sikandra, Agra']",Rs. 300,North Indian,, 9am 11pm Mon Sn  ,[u'Sikandra'],"3.6-(2,021 Reviews),---",Chickenwalacom,[u'Quick Bites']
107,3400106,"[u' The Oberoi Amarvilas, Taj East Gate Road, Fatehabad Road, Tajganj, Agra']","Rs. 6,500","North Indian, Chinese, Continental",LuxuryDiningAllDayDining, 6:30am 11:30pm Mon Sn  ,"[u'The Oberoi Amarvilas, Tajganj']","4.3-(169 Reviews),---",BellevueTheOberoiAmarvilas,[u'Fine Dining']
108,3401227,"[u' Sanjay Palace, Sanjay Place, Civil Lines, Agra, Uttar Pradesh 282002']","Rs. 1,100","North Indian, Italian, Chinese, Fast Food",, 11am 11pm Mon Sn  ,[u'Civil Lines'],"3.9-(153),3.9-(470)",Qsinn,[u'Casual Dining']
109,3400020,"[u' 18/163A/6, Shamshabad Road, Vibhav Nagar, Tajganj, Agra']",Rs. 700,"South Indian, North Indian",GreatBreakfasts, 8am 10:30pm Mon Sn  ,"[u'Hotel Dasaprakash, Tajganj']","4.1-(161 Reviews),---",PurplebedsByVITS,[u'Casual Dining']
110,3400742,"[u' Plot 3, Virat Complex, Bhagirathi Devi Marg, Khandari, Agra']",Rs. 300,"Chinese, South Indian",, 11am 10:30pm Mon Sn  ,[u'Khandari'],"3.9-(166),3.7-(2,030)",YoYoFoods,[u'Quick Bites']
111,3401784,"[u' E 33, New Agra, Dayalbagh Road, Dayal Bagh, Agra']",Rs. 100,"Fast Food, Desserts",, 11am 8pm Mon Sn  ,[u'Dayal Bagh'],"4.4-(2,825 Reviews),---",RaviPattiesCorner,"[u'Confectionery,Quick Bites']"
112,3401629,"[u' Bodla Crossing, Shahganj, Agra']",Rs. 100,Beverages,, 10am 10pm Mon Sn  ,[u'Shahganj'],"4.4-(242),4.6-(3,446)",KushwahLassiCorner,[u'Beverage Shop']
113,3400302,"[u' B-27, Central Bank Road, Kamla Nagar, Agra']",Rs. 300,"Mithai, Street Food, Fast Food",SweetTooth, 7am 10pm Mon Sn  ,[u'Kamla Nagar'],"3.9-(159),4.3-(3,280)",SriDaujiMishthanBhandar,"[u'Quick Bites,Dessert Parlor']"
114,3401387,"[u' Pandav Nagar, Shahganj, Agra']",Rs. 500,North Indian,, 1pm 11pm Mon Sn  ,[u'Shahganj'],"4.0-(171),3.9-(2,039)",GulatiBarBeQue,[u'Casual Dining']
115,18355044,"[u' Unit 11, First Floor, Crossroad Mall, Sikandra Bodla Road, Sikandra, Agra']","Rs. 1,000","Awadhi, Chinese, Mughlai, North Indian",MustVisitRestaurantsInAgraBestIndianRestaurants, 12noon 11pm Mon Sn  ,[u'Sikandra'],"3.9-(185),3.8-(746)",DJailHouseRestaurant,[u'Casual Dining']
116,18691949,"[u' 100 Feet Road, Maruti Estate, Near Simpkins School, Kala Kunj, Shahganj, Agra']",Rs. 100,"Fast Food, Rolls",, 5pm 11pm Mon Sn  ,[u'Shahganj'],"4.0-(3,563 Reviews),---",SadarWala,[]
117,18343879,"[u' 821, Khandari Crossing, N H 2, Khandari, Agra']",Rs. 600,"South Indian, North Indian, Street Food, Chinese, Desserts, Beverages",50offonallorders, 8am 11:55pm Mon Sn  ,[u'Khandari'],"3.2-(139),3.6-(1,565)",SagarRatna,[u'Casual Dining']
118,3401225,"[u' Sanjay Place, Opposite Ashok Cosmos Mall, Sanjay Place, Near Khandari, Agra']",Rs. 200,"Fast Food, Italian, Beverages, Burger, Sandwich, Pizza",TrendingThisWeek, 9am 9pm Mon Sn  ,[u'Khandari'],"3.6-(154),3.7-(1,302)",JuxPux,[u'Caf\xe9']
119,18923631,"[u' 206, 36, Vijay Market, Dayal Bagh, Agra']",Rs. 500,"Fast Food, Burger, Pizza, Sandwich, Beverages",20offonallordersabove149, 10:30am 10:15pm Mon Sn  ,[u'Dayal Bagh'],"3.9-(154),4.1-(2,757)",GrillInn,[u'Casual Dining']
120,3401467,"[u' Madiya Katra, Alam Ganj, Lohamandi, Agra']",Rs. 250,"Fast Food, Beverages, Italian",, 11am 11pm Mon Sn  ,[u'Lohamandi'],"3.8-(136),4.2-(3,880)",SipsAndBites,[u'Quick Bites']
121,3401295,"[u' Shop 91/9, Sector 9, Opposite Hero Moto Corp Showroom, Near Kargil Petrol Pump, Sikandra, Agra']",Rs. 500,South Indian,, 6pm 11pm Mon Sn  ,[u'Sikandra'],"4.0-(3,539 Reviews),---",DosaFactory,[u'Quick Bites']
122,3400255,"[u' Taj Road, Sadar Bazaar, Agra Cantt, Agra']",Rs. 300,Desserts,SweetTooth, 10am 9pm Mon Sn  ,[u'Agra Cantt'],"4.3-(170 Reviews),---",PanchiPethaStore,"[u'Dessert Parlor,Sweet Shop']"
123,3401930,"[u' 25/90, Gandhi Nagar Crossing, Civil Lines, Agra']",Rs. 300,Bakery,, 10am 10pm Mon Sn  ,[u'Civil Lines'],"4.0-(157),4.2-(4,615)",AmbeyBakers,[u'Bakery']
124,3400376,"[u' Lakshmi Kunj, Shivaji Nagar, Shahganj, Agra']",Rs. 250,Fast Food,, 5pm 10:30pm Mon Sn  ,[u'Shahganj'],"3.6-(158),4.1-(2,057)",MasterChef,[u'Quick Bites']
125,3400298,"[u' Shop 522, pro Due t DS Near Bhagwan Talkies, Agra']",Rs. 350,North Indian,, 24Hors Mon Sn  ,[u'Dayal Bagh'],"4.0-(265),4.2-(139)",ManojDhaba,[u'Casual Dining']
126,3400444,"[u' 531, Bhagwan Talkies Crossing, MG Road, Khandari, Agra']",Rs. 400,"North Indian, Desserts, Mithai",TrendingThisWeek, 8:30am 10:30pm Mon Sn  ,[u'Khandari'],"3.9-(131),4.1-(1,968)",NewVishalRestaurant,[u'Dhaba']
127,18862859,"[u' Shop 4, New Radha Nagar, Balkeshwar Colony, Kamla Nagar, Agra']",Rs. 200,"Fast Food, Pizza, Burger",, 11:30am 10pm Mon Sn  ,[u'Kamla Nagar'],"3.9-(127),4.2-(5,123)",KingsPizzaAndBurger,[u'Quick Bites']
128,3400072,"[u' Taj Hotel & Convention Centre, Taj East Gate Road, Tajganj, Agra']","Rs. 3,600","North Indian, Mughlai",, 7:30pm 10:30pm Mon Sn  ,"[u'Taj Hotel & Convention Centre, Tajganj']","4.1-(120 Reviews),---",DaawateNawabTajHotelConventionCentreTajganj,[u'Fine Dining']
129,3401232,"[u' Shop No. 10 Semi Basement  Plot No. 10 Avadhpuri Colony Sikandra Agra , Nagar Nigam Food Safety Zone 05, Agra , 282007']",Rs. 500,"Cafe, North Indian, Mughlai, Italian, Chinese",, 11am 11pm Mon Sn  ,[u'Sikandra'],"4.0-(184),3.6-(965)",CaptainsCafe,[u'Caf\xe9']
130,3400055,"[u' Hotel Clarks Shiraz, 54, Taj Road, Agra Cantt, Agra']","Rs. 2,500","North Indian, Mughlai",, 12:30pm 3pm 7:30pm 11:30pm Mon Sn  ,"[u'Hotel Clarks Shiraz, Agra Cantt']","4.3-(159 Reviews),---",TheMughalRoomHotelClarksShiraz,[u'Fine Dining']
131,3400322,"[u' 6/27, Yamuna Kinara Road, Belanganj, Civil Lines, Agra']",Rs. 700,"Chinese, North Indian",, ,[u'Civil Lines'],"4.0-(99),4.3-(198)",FilmyZaykaHotelAlleviate,[u'Casual Dining']
132,3401103,"[u' Rishipuram Colony, Lohamandi, Agra']",Rs. 400,"Sandwich, Burger, South Indian, Salad, Beverages",, 8am 10pm Mon Sn  ,[u'Lohamandi'],"3.8-(125),4.0-(1,240)",GreeNox,[u'Quick Bites']
133,3400963,"[u' Kaveri Kunj, Kamla Nagar, Agra, Uttar Pradesh']",Rs. 300,Fast Food,, 11am 10pm Mon Sn  ,[u'Kamla Nagar'],"4.0-(180),3.9-(2,609)",DaddysBurgerBar,[u'Quick Bites']
134,3401312,"[u' Dhakran Crossing, M.G. Road, Rakabganj, Agra']",Rs. 250,"North Indian, South Indian",, 11am 11:30pm Mon Te Wed Th Sat  11am     ,[u'Rakabganj'],"3.9-(147),4.0-(2,556)",OmRestaurant,[u'Quick Bites']
135,3400851,"[u' Shop No 5, Block 34, Sanjay Place, Civil Lines, Agra']",Rs. 400,Fast Food,, 12noon 11:30pm Mon Sn  ,[u'Civil Lines'],"3.7-(131),3.6-(178)",CafeKulhad,[u'Quick Bites']
136,3401813,"[u' Bagh Rajpur, Jyothi Nagar, Shaheed Nagar, Idgah Colony, Tajganj, Agra']",Rs. 250,North Indian,, 11am 10:45pm Mon Sn  ,[u'Tajganj'],"3.9-(139),4.0-(4,477)",NewAgraFastFoodRestaurant,[u'Quick Bites']
137,19091260,"[u' Block 119\\/8, 3rd Floor, Ashok Cosmos Mall, Sanjay Place, Tajganj, Agra']","Rs. 1,600","North Indian, Chinese, Mediterranean",,GreatFood NoBll,[u'Tajganj'],"4.5-(274 Reviews),---",BarbequeNation,[u'Casual Dining']
138,18885379,"[u' Millennium Complex, Bhagwan Talkies, Dayal Bagh, Agra']",Rs. 250,"North Indian, Chinese, South Indian",, 12noon 11pm Mon Sn  ,[u'Dayal Bagh'],"4.0-(151),3.9-(3,575)",TwistTaste,[u'Quick Bites']
139,3401837,"[u' Virat Complex, Bhagirathi Devi Marg, Opposite Dr. BR Ambedkar Campus, Khandari, Agra']",Rs. 200,"Bakery, Fast Food",, 9am 9pm Mon Sn  ,[u'Khandari'],"3.7-(111),3.8-(4,765)",CelebrationFoods,[u'Bakery']
140,19126302,"[u' Shop 3, Emporium Block, Near Saeed Smarak Park, Sanjay Place, Khandari, Agra']",Rs. 200,"Fast Food, Beverages, Desserts",TrendingThisWeek, 11am 11pm Mon Sn  ,[u'Khandari'],"4.4-(169 Reviews),---",TheMudShakes,[u'Kiosk']
141,3401206,"[u' Shop no 10 ,Bihari complex (below bent chair), Civil Lines Agra']",Rs. 220,"Italian, Fast Food, Beverages",, 11:30am 11:30pm Mon Sn  ,[u'Civil Lines'],"4.0-(169),3.6-(1,797)",MothersMilkshakes,"[u'Quick Bites,Beverage Shop']"
142,3400062,"[u' ITC Mughal, Fatehabad Road, Tajganj, Agra']","Rs. 2,500","North Indian, Chinese, Continental",GreatBreakfasts, 11am 11:45pm Mon Sn  ,"[u'ITC Mughal, Tajganj']","4.0-(116 Reviews),---",MughalPavilionITCMughal,[u'Fine Dining']
143,3401333,"[u' S-1. Elora Complex, Near Hanuman Mandir, Khandari, Agra']",Rs. 400,"Rolls, Chinese, Momos",TrendingThisWeek, 5pm 11pm Mon Wed Th Fri Sat Sn  Closed    ,[u'Khandari'],"3.8-(154),4.0-(2,117)",RolaWala,[u'Quick Bites']
144,18981109,"[u' Anna Ikon Complex, Sikandra Bodla Road, Sikandra, Agra']","Rs. 1,000","North Indian, Chinese",, 12noon 9pm Mon Sn  ,[u'Sikandra'],"4.0-(156),3.9-(228)",Roofmates,[u'Casual Dining']
145,3401085,"[u' Karkunj Road, sector 9, Avas Vikas Colony, Sikandra Agra']",Rs. 300,"Mughlai, Afghan",, 12noon 11pm Mon Sn  ,[u'Sikandra'],"3.9-(152),3.9-(3,428)",BabaChickenMutton,[u'Quick Bites']
146,3401951,"[u' Above Bikanervala, Fatehabad Road, Tajganj, Agra']","Rs. 1,000","North Indian, Chinese, Continental",, 12noon 11pm Mon Sn  ,[u'Tajganj'],"3.9-(206 Reviews),---",BigDaddy,"[u'Lounge,Bar']"
147,3401142,"[u' 1/19 Shop No-9 Sumukh Complex Sec-13 Avas Vikas Colony, Agra  Land mark ( Near kargil chauraha)']",Rs. 500,"Fast Food, Pizza, Wraps, Beverages",, 11am 10:30pm Mon Sn  ,[u'Sikandra'],"3.8-(151),4.4-(3,162)",PizzaInn,[u'Quick Bites']
148,3400690,"[u' B-186, B Block Road, Ghatwasan, Kamla Nagar, Agra']",Rs. 800,"North Indian, Chinese, South Indian",, 12noon 11pm Mon Sn  ,[u'Kamla Nagar'],"3.7-(157),4.0-(864)",ChaskaRestaurant,[u'Casual Dining']
149,3400918,"[u' C R Mall, Church Road, Ram Nagar, Civil Lines, Agra']",Rs. 150,"Bakery, Fast Food",, 10am 10pm Mon Sn  ,[u'Civil Lines'],"3.7-(106),3.6-(439)",ChefatHomeBakery,"[u'Bakery,Quick Bites']"
150,3401024,"[u' B 190, Shop 1, Shree Ram Complex, Main Market, Kamla Nagar, Agra, Agra']",Rs. 700,Fast Food,, 11:30am 11pm Mon Sn  ,[u'Kamla Nagar'],"4.2-(133),4.3-(1,454)",AromaticNosh,[u'Quick Bites']
151,3400180,"[u' Ganesh Tower, Bypass Road, Dev Nagar, Kailash Vihar, Azad Nagar, Khandar, Agra']",Rs. 700,North Indian,, 11am 11pm Mon Sn  ,[u'Khandari'],"3.9-(207 Reviews),---",MarutiDhaba,[u'Dhaba']
152,3401741,"[u' 2, Near Deepak Hospital, Chanakya Puri, Shahganj, Agra']",Rs. 250,"Burger, Fast Food",, 11am 11pm Mon Sn  ,[u'Sikandra'],"4.2-(171),4.3-(2,876)",BurgerPanda,[u'Quick Bites']
153,18886113,"[u' Shop No G-1 Block No 38/4 -B friends Centre Sanjay Place, Civil Lines, Agra']",Rs. 250,"Sandwich, Beverages, Continental",, 10am 10pm Mon Sn  ,[u'Civil Lines'],"4.2-(121),4.3-(1,232)",Tealogy,[u'Quick Bites']
154,3400154,"[u' Fatehabad Road, Tajganj, Agra']",Rs. 200,"Desserts, Bakery",, 10am 8pm Mon Sn  ,[u'Tajganj'],"3.5-(101),4.4-(967)",CakeMore,"[u'Dessert Parlor,Bakery']"
155,3401241,"[u' 32/24-A/1 Water Works, Bypass Road, Kamla Nagar, Agra']",Rs. 300,North Indian,, 11am 11pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(142),4.2-(1,364)",JeetuDhaba,[u'Dhaba']
156,18948987,"[u' 13/7, Balkeshwar Colony, Kamla Nagar, Agra']",Rs. 150,Chinese,, 4pm 10:30pm Mon Sn  ,[u'Kamla Nagar'],"4.2-(1,631 Reviews),---",TongueTwister,[]
157,3400080,"[u' Jaypee Palace Hotel, Fatehabad Road, Tajganj, Agra']","Rs. 3,000","North Indian, Mughlai",LuxuryDining, 7:30pm 11:30pm Mon Sn  ,"[u'Jaypee Palace Hotel, Tajganj']","4.3-(145 Reviews),---",PaatraJaypeePalaceHotel,[u'Fine Dining']
158,19015710,"[u' Rajshree Market, Shop 3, Near Pratap Nagar, Opposite Agarsen Dairy, Shahganj, Agra']",Rs. 300,"Pizza, Burger, Fast Food",, 10am 11pm Mon Sat  12midnight 12:56am 10am    ,[u'Shahganj'],"4.0-(174),3.6-(1,722)",PizzaHub,[u'Quick Bites']
159,18933640,"[u' Hotel Maniram Palace 4th Floor Fathehbad Road, Tajganj, Agra']","Rs. 1,100","North Indian, Chinese, Lebanese, Continental, Mediterranean, Mexican",, 3pm 12midnight Mon Sn  ,[u'Tajganj'],"4.3-(138),3.9-(19)",CHHATOverTheTop,[u'Casual Dining']
160,3400461,"[u' Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra']",Rs. 200,North Indian,, 11:30am 11:30pm Mon Sn  ,[u'Civil Lines'],"3.9-(118),3.9-(1,651)",ShriDharamrajYadavDhaba,[u'Dhaba']
161,3400117,"[u' 26/258, Sultanganj, Civil Line, Gandhi Nagar,, Agra']",Rs. 150,North Indian,, 8am 1am Mon Sn  ,[u'Kamla Nagar'],"4.0-(102),3.8-(2,995)",ShriThakurJiBhojanalaya,[u'Casual Dining']
162,3401084,"[u' Nagar Nigam Food Safety Zone 03, Kamla Nagar, Agra']",Rs. 300,"Bakery, Fast Food",, 9am 10pm Mon Sn  ,[u'Kamla Nagar'],"3.7-(99),3.9-(3,421)",CakeHouse,[u'Quick Bites']
163,3401090,"[u' G-4, Cityamall, Pani Ki Tanki Road, Balkeshwar Colony, Kamla Nagar, Agra']",Rs. 500,"Chinese, North Indian",, 11am 11pm Mon Sn  ,[u'Kamla Nagar'],"4.0-(183),3.6-(2,010)",WhatTheFood,[u'Quick Bites']
164,3401104,"[u' Shop 1, Nehru Nagar, Near Shah Talkies, MG Road, Near Anjana Cinemas, Civil Lines, Agra']",Rs. 250,"Mithai, Street Food",, 10am 10pm Mon Sn  ,[u'Civil Lines'],"4.1-(234 Reviews),---",BirjbhogMishthanBhandar,[u'Quick Bites']
165,18863824,"[u' Hotel Amba Inn, 1/51 Delhi Gate, Raja Mandi, Station Road, Civil Lines, Agra']",Rs. 400,"North Indian, Rajasthani",, 12noon 4pm 6:30pm 10:30pm Mon Sn  ,[u'Civil Lines'],"4.2-(125),3.9-(163)",AnnjalRestaurant,[u'Casual Dining']
166,3401050,"[u' 150-A, Church Road, Defence Colony, Civil Lines, Agra, Uttar Pradesh']",Rs. 500,"Pizza, Fast Food, Bakery",TrendingThisWeek, 9am 11pm Mon Sn  ,[u'Civil Lines'],"4.0-(153),4.3-(827)",RatanPizza,"[u'Quick Bites,Bakery']"
167,3400048,"[u' D 2, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra']",Rs. 500,"Desserts, North Indian, South Indian, Chinese, Fast Food, Street Food",, 12noon 10:30pm Mon Te Wed Fri Sat Sn     ,[u'Agra Cantt'],"3.7-(106),3.9-(2,353)",BrijwasiSweetHouseRestaurant,[u'Casual Dining']
168,19155696,"[u' 2/199, Prem Bagh, Dayal Bagh, Agra']",Rs. 200,"North Indian, South Indian, Fast Food, Chinese",10offonallordersabove200, 11am 12midnight Mon Sn  ,[u'Dayal Bagh'],"4.2-(198),2.8-(137)",TasteOfTongue,[u'Quick Bites']
169,19329531,"[u' Sadar Bazar, Agra Cantt, Agra']",Rs. 300,Biryani,, 1pm 11pm Mon Sn  ,[u'Agra Cantt'],"4.1-(56 Reviews),---",TopkiBiryani,[]
170,3401560,"[u' B-27, Central Bank Road, Kamla Nagar, Agra']",Rs. 500,"North Indian, South Indian, Fast Food",, 12noon 11pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(103),4.0-(4,105)",SriDaujisChatpataa,[u'Casual Dining']
171,18889960,"[u' Anjali Puram, Avadh Puri, Shahganj, Agra']",Rs. 300,"Mithai, Desserts",TrendingThisWeek, 8am 11:30pm Mon Sn  ,[u'Shahganj'],"3.8-(75),4.1-(6,483)",AgarwalSweetsDairy,[u'Dessert Parlor']
172,3401738,"[u' Karkunj road, kargil petrol pump sikandra Agra\n\n\n']",Rs. 200,North Indian,, 9am 12midnight Mon Sn  ,[u'Sikandra'],"3.6-(108),3.8-(2,471)",PanditBhojnalaya,[u'Bhojanalya']
173,18884614,"[u' Shop 13, Block 11, Shoe Market, Sanjay Place, Civil Lines, Agra']",Rs. 100,Healthy Food,, 8:15am 10:45pm Mon Sn  ,[u'Civil Lines'],"4.0-(102),3.9-(2,396)",Healthmafia,[u'Quick Bites']
174,3401282,"[u' UGF - 2, Vimal Plaza, 61 Surya Nagar, Opposite Civil Court Gate 4, Khandari, Agr']","Rs. 1,100",North Indian,, 11am 11:20pm Mon Sn  ,[u'Khandari'],"4.2-(142),4.2-(334)",SizzlingSalt,[u'Casual Dining']
175,3401046,"[u' Sanjay Place, Civil Lines, Agra']",Rs. 400,Fast Food,, 12noon 9:30pm Mon Sat  12noon 10pm Sn  ,[u'Civil Lines'],"3.7-(130),4.0-(434)",PotatoPlanet,[u'Quick Bites']
176,18871233,"[u' Padam Plaza, Sector 16 B, Sector 12, Avas Vikas Colony, Sikandra, Agra']",Rs. 100,Biryani,, 9am 6pm Mon Sn  ,[u'Sikandra'],"4.1-(3,179 Reviews),---",IcchaVegBiryani,[u'Kiosk']
177,18964755,"[u' Hotel Moti Palace, Dhakran Crossing, M G Road, Rakabganj, Agra']","Rs. 1,600",North Indian,BestBarsandPubsMustVisitRestaurantsInAgraBestIndianRestaurantsWahTaj, 12noon 12midnight Mon Sn  ,[u'Rakabganj'],"4.0-(126),4.3-(148)",DowntownCafe,"[u'Lounge,Bar']"
178,3400272,"[u' Shop 6, Grund Floor, Block 35/2, Sanjay Place, Civil Lines, Agra']",Rs. 500,"Beverages, Cafe, Sandwich, Fast Food, Desserts",, 9am 11pm Mon Sn  ,[u'Civil Lines'],"3.7-(137),4.0-(605)",CafeCoffeeDay,[u'Caf\xe9']
179,3401924,"[u' f-31, Professor Colony, Kamla Nagar, Agra']",Rs. 100,Bakery,, 11:30am 8:30pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(104),4.3-(2,106)",DesireBakers,[u'Bakery']
180,18944261,"[u' Shop 1, Near Police Station, Avas Vikas, Sector 7, Sikandra, Agra']",Rs. 200,Biryani,, 8am 11pm Mon Sn  ,[u'Sikandra'],"3.9-(3,907 Reviews),---",MullaJiBriyaniRestaurant,[]
181,3401045,"[u' 11, 100 Feet Road, Adan Bagh Extension, Dayal Bagh, Agra']",Rs. 700,"North Indian, Chinese",, 12noon 10pm Mon Sn  ,[u'Dayal Bagh'],"3.9-(142),3.9-(2,427)",UP80,[u'Casual Dining']
182,3400347,"[u' Hotel Solitaire, M G Road, Hari Parbat, Civil Lines, Agra']",Rs. 600,"North Indian, South Indian, Chinese, Desserts, Beverages",, 9am 11pm Mon Sn  ,[u'Civil Lines'],"4.0-(136),4.0-(905)",HotelSolitaire,[u'Casual Dining']
183,3400002,"[u' Hotel Moti Palace, Dhakran Crossing, M G  Road, Rakabganj, Agra']","Rs. 1,000","North Indian, Chinese, Continental, South Indian",WahTajBestIndianRestaurantsMustVisitRestaurantsInAgra, 9am 11pm Mon Wed Th Fri Sat Sn  9am     ,[u'Rakabganj'],"4.0-(122),4.3-(829)",PankhuriRestaurant,[u'Casual Dining']
184,3400300,"[u' B8, Opposite Peoples Honda, Kamla Nagar, Agra']",Rs. 550,"South Indian, Chinese, North Indian",, 4pm 11pm Mon Sn  ,[u'Kamla Nagar'],"3.8-(126),3.9-(1,151)",SpicySpoon,[u'Casual Dining']
185,18899460,"[u' 37/186, Bindu Katra, Gwalior Road, Madhu Nagar, Rakabganj, Agra']",Rs. 200,"Pizza, Burger",, 11:30am 10:30pm Mon Sn  ,[u'Rakabganj'],"4.2-(2,240 Reviews),---",KingsPizzaAndBurger,[u'Quick Bites']
186,3400356,"[u' 145, Station Road, Delhi Gate, Raja Ki Mandi, Hariparwat, Professors Colony, Lohamandi, Civil Lines, Agra']","Rs. 1,000",North Indian,, 11am 11pm Mon Sn  ,[u'Civil Lines'],"4.1-(137),4.4-(1,136)",AshokaBar,[u'Bar']
187,3401231,"[u' Shop 3, 1st Floor, Icon Complex, Anna, Sikandra, Agra']",Rs. 400,"Fast Food, Beverages",, 10am 5:45pm Mon Sn  ,[u'Sikandra'],"3.8-(98),4.3-(419)",DECHENCAFELOUNGE,[u'Caf\xe9']
188,19049083,"[u' 14/1, 5/8, Block 14, Emporium, Sanjay Place, Zone 09, Civil Lines, Agra']",Rs. 600,"North Indian, South Indian, Chinese, Street Food, Fast Food, Beverages",, 10am 11:30pm Mon Sn  ,[u'Civil Lines'],"3.9-(105),4.1-(1,676)",RajRasoi,[u'Casual Dining']
189,3400330,"[u' Satkar Pastries, St Johns Crossing, Civil Lines, Agra']",Rs. 400,"Pizza, Desserts, Fast Food, Ice Cream",, 10am 11pm Mon Sn  ,[u'Civil Lines'],"3.6-(67),3.6-(314)",UnlimitedPizza,"[u'Dessert Parlor,Quick Bites']"
190,3400341,"[u' E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra']",Rs. 700,"North Indian, Mughlai",, 11:30am 12midnight Mon Sn  ,[u'Agra Cantt'],"3.7-(101 Reviews),---",RangrezzRestaurant,[u'Casual Dining']
191,19037773,"[u' bindu katra Agra cant Agra, Agra Cantt, Agra']",Rs. 200,Street Food,20offonallordersabove299, 5:30am 10pm Mon  24Hors Te Sn  ,[u'Agra Cantt'],"4.0-(85),4.1-(1,095)",Agarwalchatbhandhar,[u'Quick Bites']
192,3400361,"[u' Plot 6, Church Road, Agra']","Rs. 1,600","Bakery, Desserts",, 12noon 10pm Mon Sn  ,[u'Civil Lines'],"4.3-(421 Reviews),---",CakeDor,[u'Bakery']
